,tweet,target
1107,"If Danny thinks I'm depressed because I ate 375 calories of maple syrup, then he's probably right   girl coming through",1
1108,And as quickly as it entered my life it left. You will surely be missed. Goodbye for now bee filter! Until next time ,0
1109,What a tremendous initiative by @HitKPKD &amp; @ApolloHospitals  #SuperHitDonor,0
1110,@ShaneMalwa @MajorPoonia @devyanidilli I believe ur mekka n madina also dikling which u kiss. A dark dirty one,0
1111,di happy sa life pero may wattpad to fulfill the happiness HAHAHA,0
1112,Any suggestions for helping recurring ?  pic.twitter.com/wmHXU2rJCs,1
1113,@AmberX994874 Butcher Jim landed on his arse #hilarious #NinjaWarriorAU,0
1114,A whopping 9% of adults in America are depressed. Another 3.4% are deeply depressed. Let's Talk!,0
1115,this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????’” fuck this,1
1116,It's lke everyone around me is feeling all festive and there me like all  and with me  lkke sky high not feeling festive,1
1117,115    ???????????????????????????????.....   ?????????????????????????????   ??????????????????????????????    ??????   ??????????????????????????????????????   ?????????????????????????????????    ?????????.......   ???????????????????????????????????????????????????? ?????????????????????????????????????????  pic.twitter.com/5UJzYacFtj,0
1118,First pumpkin coffee of the season this morning! Thank you @DunkinDonuts for an automatic good day! 🎃 #ecstatic #pumpkineverything,0
1119,It's never too late to give up on your dreams ??,0
1120,"Hello everyone! it's 6:30 in the #morning, the #sun is just rising in #DominicanRepublic, hope you have a great #day #today! keep .",0
1121,I feel like I'm rooting for 'da bears and they're down 42-0. ,0
1122,Just #snorted #laughing @CommunityTV #outtakes @donaldglover @dannypudi #hilarious Best duo ever! @community,0
1123,2008 - 2016 has been most uninspiring time in USA history.   run amok. Call it .,0
1124,I want to read books and learn more. But books are to damn expensive. Reading PDF format from computer screen sucks. ,0
1125,Would you sign a petition to have Barnes & Noble stay open past 9pm?  ,0
1126,"Holidays can be tough. I've been there. If you're struggling this holiday and want to talk, I'm here.      ",0
1127,"Everyone writing ""1 more day"" and I'm on right up until Christmas Eve â?¹ï¸� ",0
1128,*waves white flag* I completely got up on the bottom side of the bed. I'm trying to do everything to feel better.  ,1
1129," again,  my oldest,  only friend.",1
1130,staying up late because mommies not home   ????,0
1131,@riley_sager Happy US Publication day Riley!! So excited for you and for everyone who is yet to read the amazing #FinalGirls #TwoDaysFor🇬🇧,0
1132,"Visited an elderly gentleman in hosptal earlier, admitted a week ago & had no visitors as all family & friends have passed away ",0
1133,Why do I always feel the need to document my attacks? So I look back and see how dumb and helpless I look? Just a bad one. Haven’t had them in a while. I need tips and tricks to shorten them.,1
1134,I'll give in to happiness when it shows its self  ,0
1135,Look at me now how  a then a mufuckha,0
1136,"Goodmorning, I live to aggravate oomf in the morning 😎",0
1137,"Human beings are designed for many things, but loneliness isn't one of them.??    ???????????????? pic.twitter.com/dcEHDhFTOx",0
1138,Tweeting about mental illness doesn't make you brave. Having the courage every day to battle an invisible enemy does.  ,0
1139,Adulting day  (1) - (thread)  Major depressive episode hit last night...   pic.twitter.com/v5XIiYG8aS,0
1140,I see where Farrah gets her rudeness from. Her mother was as horrible to Dr Drew tonight  as she was. These women need help #TeenMomOG,0
1141,Having a bad day @TescoIrl #nightmare,1
1142,"Hewwo, I'm kinda feeling down. I don't think I'm ever going to be noticed as an artist. I promote and such but I'm not sure what would draw attention to others besides requests. Which is fine but I'm not really making a name for myself. And I hate it.     pic.twitter.com/8yZKCDI8xh",1
1143,Had to return this whip today   ???? pic.twitter.com/uzndmFgfXp,0
1144,@RRakoto42 It only took me 39 seconds to fly over Mozambique. #awesomeness,0
1145,Wait. Dont you think that the scarves are actually teaser?,0
1146,"yeah, external power structures, and there for, ultimately, about 500L, but I'm guessing it would be more like ",0
1147,"I don't have any new years resolutions, just a prayer that something will take my life this year   ",1
1148,I LOVE THIS LIFESTYLE!!! SE4L #SEGC #sober,0
1149,User of  unable to think clearly or retain that was learned & will probably be quite . He may suffer periods of .,0
1150,I really hate movies about relationships. ,0
1151,"Whenever I see old people at the  I always get so . Like, apparently I have to do this forever.  ",0
1152,"If your nail polish has hardened or is gummy, place the bottle in a pan of boiling water. The polish will be like new.",0
1153,So not in the mood for all this Christmas shit   #,1
1154,  Whats going to happen to my life now .,0
1155,@Bemannn UGH I can't even contain my excitement!! 😍,0
1156,Don't frown be meh,0
1157,Now that I've seen all of the The Lord Of the Rings movies I have nothing to look forward to... ,0
1158,Getting ready for night shift tnite!!,1
1159,Wounds and scars look beautiful on my body ...   ,1
1160,You know life sucks when you just want your mom to kick you out just so you don't have to deal with bullshit anymore  ,1
1161,@GutoAberconwy Your majority is 635 members of the public- believe me you have offended rather more than 635 voters!,0
1162,116   ?????.......   ??????????????????????????????   ????????????????????????????????   ?????????????????????????????????????????????????????????????????????????????????????????  ???????????????????????????????????????????????????????????????????????????????????  ???????????????????????????????????????????????????????????  pic.twitter.com/8lZLYcgAFG,0
1163,Why is it always my fault? ???­???­ I'm so done with life.  I can't do anything right. ???¢   pic.twitter.com/pYOcCC9QbE,1
1164,"Casper, Wyoming is just about  to witness totality 🌝🌚 #amazing #Eclipse2017",0
1165,"Not keen on Xmas? Neither am I. Chin up, chest out n remember , beyond the hype , it's just another day. . . ",1
1166,??’•your feelings are important ??’•    pic.twitter.com/POSQSHqCna,0
1167,"Gazing in wonder at what may be, my last wine club shipment.  ",0
1168,"RT keithllbllm Happy New Year- try to have more Worth Living moments of hope, health &  happiness.  … pic.twitter.com/rez61PZZVj",0
1169,This is ANOHNI. She has released  an album that transcends space and time. The best album ever.  pic.twitter.com/th6CRB1sFR,0
1170,Wanted to watch the TNF game but I forgot my parents cancelled the NFL Network package ????,0
1171,ANOHNI asks basic questions of your soul and strips you bare. AND the music and visuals are incredible.   Fucking hell.  ,0
1172,I just want someone to look at me and be proud...I want to feel loved again...,1
1173,First yr not being around my dad on da holidays n it's breaking my heart  I wish he just call me that's all i want 4 Christmas,1
1174,I never thought I'd see my life represented as an emoji     pic.twitter.com/GkCLHHZ1sT,0
1175,Depression sucks #getHelp  ,1
1176,"“I am very sad and I feel more miserable than I can say, and I do not know how far I’ve come. I do not know what to do or what to think.”",1
1177,@birdtabs A pleasure! ☺ the directory great way to start exploring new opportunities,0
1178,"That moment your mom buys you a Phone, (._.) and she buys the exact phone you told her not to buy.   I hate ",0
1179,So much excitement for Rome this time next week - getting ready to burn and turn red too 😂,0
1180,"In St.Thomas. Can't tweet and watch PLL, wifi sucks. ",0
1181,I don't have any gifs to suit my mood for once  ,1
1182,136  ???????????????2?????????????????????????????....  ?????????????????????????????  ????????????????????????????????????  ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ???????????????.......  pic.twitter.com/4zVyJpDKc3,0
1183,Can people please stop posting pics with their families. Thanks.,1
1184,Gm and have a  #Tuesday!,0
1185,WHO THE FUCK WANTS TO be my friend and talk about some random shit? I has the lonelies ????    pic.twitter.com/5fVLFsmCbT,1
1186,I'm trying really hard to find a reason to be positive about today and keep coming up empty   pic.twitter.com/4j8PkbxzMg,0
1187,"@ChikagaiHeichou Carla took Eren over to a bench so he could sit down again, sensing his weariness she thought it would be best if he »",0
1188,So what do you do when your favorite chinese restaurant closes after coming in for 10 years? You go into withdrawal.  ,0
1189,"I would do one of the friends of 2016 lists, only problem is I need friends to make that  ",1
1190,Trying my best to function as a normal human being. Feeling like a zombie.  ,1
1191,is dangerous and deadly; hopeless people has nothing to loose.   sure children and young people are nurtured to be hopeful and see the beighter side of life.  RRM.,0
1192,Don't let a #Season of #Sorrow turn into a lifetime of #bitterness ~ #FearfullyMade #GracefullySaved,0
1193," and . Not , just disappointed",0
1194,MOMS - NO Dancing at the bus stop... you might embarrass your kid 😂😂#luckytohaveme\n#momonfire #giggles,0
1195,Got to regretfully admit that this years Top Gear Christmas Special was rubbish. The only good thing was the cars :-/ ,0
1196,The next story about depression was also awesome. What a super lady to shine through tough times and then tell her story to help others.,0
1197,@shlmrie ohh im so kiliigg HAHAHA #flattered thank youuu! 💛,0
1198,"oh no  Benny’s “my love, my life” came on shuffle and I’m   pic.twitter.com/gg7pWVFvat",0
1199,@seanhannity Why are we still talking about the elections? It's like we're stuck in October 2016 but we still get older. ,0
1200,@passagefoods @TKMaxx_UK @Tesco Yes!!! Thank you. Bought loads today! #happy,0
